id,"level","place_name","place_id",yr,index_nsa
1,"MSA","Abilene, TX","10180",1986,101.31
2,"MSA","Abilene, TX","10180",1987,96.67
3,"MSA","Abilene, TX","10180",1988,84.17
4,"MSA","Abilene, TX","10180",1989,81.9
5,"MSA","Abilene, TX","10180",1990,80.25
6,"MSA","Abilene, TX","10180",1991,85.48
7,"MSA","Abilene, TX","10180",1992,91.49
8,"MSA","Abilene, TX","10180",1993,96.5
9,"MSA","Abilene, TX","10180",1994,98.3
10,"MSA","Abilene, TX","10180",1995,100.92
11,"MSA","Abilene, TX","10180",1996,105.37
12,"MSA","Abilene, TX","10180",1997,107.22
13,"MSA","Abilene, TX","10180",1998,109.54
14,"MSA","Abilene, TX","10180",1999,113.73
15,"MSA","Abilene, TX","10180",2000,114.91
16,"MSA","Abilene, TX","10180",2001,120.06
17,"MSA","Abilene, TX","10180",2002,123.27
18,"MSA","Abilene, TX","10180",2003,126.47
19,"MSA","Abilene, TX","10180",2004,132.12
20,"MSA","Abilene, TX","10180",2005,141.15
21,"MSA","Abilene, TX","10180",2006,153.3
22,"MSA","Abilene, TX","10180",2007,162.69
23,"MSA","Abilene, TX","10180",2008,165.56
24,"MSA","Abilene, TX","10180",2009,169.61
25,"MSA","Abilene, TX","10180",2010,169.42
26,"MSA","Abilene, TX","10180",2011,167.08
27,"MSA","Abilene, TX","10180",2012,169.79
28,"MSA","Abilene, TX","10180",2013,175.86
29,"MSA","Abilene, TX","10180",2014,185.35
30,"MSA","Abilene, TX","10180",2015,190.76
31,"MSA","Abilene, TX","10180",2016,200.6
32,"MSA","Abilene, TX","10180",2017,209.84
33,"MSA","Akron, OH","10420",1976,39.23
34,"MSA","Akron, OH","10420",1977,42.98
35,"MSA","Akron, OH","10420",1978,49.92
36,"MSA","Akron, OH","10420",1979,55.32
37,"MSA","Akron, OH","10420",1980,56.44
38,"MSA","Akron, OH","10420",1981,56.73
39,"MSA","Akron, OH","10420",1982,55.66
40,"MSA","Akron, OH","10420",1983,57.61
41,"MSA","Akron, OH","10420",1984,57.33
42,"MSA","Akron, OH","10420",1985,59.38
43,"MSA","Akron, OH","10420",1986,62.78
44,"MSA","Akron, OH","10420",1987,67.02
45,"MSA","Akron, OH","10420",1988,70.95
46,"MSA","Akron, OH","10420",1989,74.93
47,"MSA","Akron, OH","10420",1990,79.83
48,"MSA","Akron, OH","10420",1991,83.58
49,"MSA","Akron, OH","10420",1992,88.48
50,"MSA","Akron, OH","10420",1993,93.15
51,"MSA","Akron, OH","10420",1994,97.46
52,"MSA","Akron, OH","10420",1995,102.44
53,"MSA","Akron, OH","10420",1996,108.25
54,"MSA","Akron, OH","10420",1997,113.17
55,"MSA","Akron, OH","10420",1998,119.34
56,"MSA","Akron, OH","10420",1999,123.57
57,"MSA","Akron, OH","10420",2000,126.99
58,"MSA","Akron, OH","10420",2001,134.25
59,"MSA","Akron, OH","10420",2002,138.3
60,"MSA","Akron, OH","10420",2003,142.4
61,"MSA","Akron, OH","10420",2004,146.2
62,"MSA","Akron, OH","10420",2005,151.06
63,"MSA","Akron, OH","10420",2006,151.19
64,"MSA","Akron, OH","10420",2007,148.71
65,"MSA","Akron, OH","10420",2008,144.38
66,"MSA","Akron, OH","10420",2009,140.64
67,"MSA","Akron, OH","10420",2010,136.47
68,"MSA","Akron, OH","10420",2011,131.07
69,"MSA","Akron, OH","10420",2012,127.96
70,"MSA","Akron, OH","10420",2013,129.81
71,"MSA","Akron, OH","10420",2014,133.47
72,"MSA","Akron, OH","10420",2015,138.97
73,"MSA","Akron, OH","10420",2016,143.17
74,"MSA","Akron, OH","10420",2017,150.81
75,"MSA","Albany, GA","10500",1986,86.19
76,"MSA","Albany, GA","10500",1987,86.67
77,"MSA","Albany, GA","10500",1988,88.76
78,"MSA","Albany, GA","10500",1989,87.08
79,"MSA","Albany, GA","10500",1990,90.32
80,"MSA","Albany, GA","10500",1991,91.27
81,"MSA","Albany, GA","10500",1992,93.6
82,"MSA","Albany, GA","10500",1993,96.57
83,"MSA","Albany, GA","10500",1994,98.76
84,"MSA","Albany, GA","10500",1995,102.24
85,"MSA","Albany, GA","10500",1996,107
86,"MSA","Albany, GA","10500",1997,111.37
87,"MSA","Albany, GA","10500",1998,115.23
88,"MSA","Albany, GA","10500",1999,118.51
89,"MSA","Albany, GA","10500",2000,122.08
90,"MSA","Albany, GA","10500",2001,126.9
91,"MSA","Albany, GA","10500",2002,130.52
92,"MSA","Albany, GA","10500",2003,135.82
93,"MSA","Albany, GA","10500",2004,140.91
94,"MSA","Albany, GA","10500",2005,149.6
95,"MSA","Albany, GA","10500",2006,158.04
96,"MSA","Albany, GA","10500",2007,164.78
97,"MSA","Albany, GA","10500",2008,166.81
98,"MSA","Albany, GA","10500",2009,163.07
99,"MSA","Albany, GA","10500",2010,157.61
100,"MSA","Albany, GA","10500",2011,150.02
101,"MSA","Albany, GA","10500",2012,146.45
102,"MSA","Albany, GA","10500",2013,146.31
103,"MSA","Albany, GA","10500",2014,143.4
104,"MSA","Albany, GA","10500",2015,144.19
105,"MSA","Albany, GA","10500",2016,146.88
106,"MSA","Albany, GA","10500",2017,150.86
107,"MSA","Albany, OR","10540",1988,48.01
108,"MSA","Albany, OR","10540",1989,51.79
109,"MSA","Albany, OR","10540",1990,57.7
110,"MSA","Albany, OR","10540",1991,64.12
111,"MSA","Albany, OR","10540",1992,70.36
112,"MSA","Albany, OR","10540",1993,80.04
113,"MSA","Albany, OR","10540",1994,91.9
114,"MSA","Albany, OR","10540",1995,103.36
115,"MSA","Albany, OR","10540",1996,110.87
116,"MSA","Albany, OR","10540",1997,117.56
117,"MSA","Albany, OR","10540",1998,123.55
118,"MSA","Albany, OR","10540",1999,125.47
119,"MSA","Albany, OR","10540",2000,125.63
120,"MSA","Albany, OR","10540",2001,131.13
121,"MSA","Albany, OR","10540",2002,132.58
122,"MSA","Albany, OR","10540",2003,135.88
123,"MSA","Albany, OR","10540",2004,142
124,"MSA","Albany, OR","10540",2005,156.13
125,"MSA","Albany, OR","10540",2006,179.36
126,"MSA","Albany, OR","10540",2007,194.72
127,"MSA","Albany, OR","10540",2008,193.35
128,"MSA","Albany, OR","10540",2009,181.92
129,"MSA","Albany, OR","10540",2010,168.47
130,"MSA","Albany, OR","10540",2011,158.76
131,"MSA","Albany, OR","10540",2012,153.98
132,"MSA","Albany, OR","10540",2013,159.21
133,"MSA","Albany, OR","10540",2014,167.72
134,"MSA","Albany, OR","10540",2015,181.48
135,"MSA","Albany, OR","10540",2016,198.12
136,"MSA","Albany, OR","10540",2017,222.85
137,"MSA","Albany-Schenectady-Troy, NY","10580",1979,38.4
138,"MSA","Albany-Schenectady-Troy, NY","10580",1980,40.05
139,"MSA","Albany-Schenectady-Troy, NY","10580",1981,42.48
140,"MSA","Albany-Schenectady-Troy, NY","10580",1982,44.1
141,"MSA","Albany-Schenectady-Troy, NY","10580",1983,47.27
142,"MSA","Albany-Schenectady-Troy, NY","10580",1984,53.58
143,"MSA","Albany-Schenectady-Troy, NY","10580",1985,59.72
144,"MSA","Albany-Schenectady-Troy, NY","10580",1986,71.76
145,"MSA","Albany-Schenectady-Troy, NY","10580",1987,86.32
146,"MSA","Albany-Schenectady-Troy, NY","10580",1988,97.18
147,"MSA","Albany-Schenectady-Troy, NY","10580",1989,102.08
148,"MSA","Albany-Schenectady-Troy, NY","10580",1990,103.88
149,"MSA","Albany-Schenectady-Troy, NY","10580",1991,105.1
150,"MSA","Albany-Schenectady-Troy, NY","10580",1992,107.13
151,"MSA","Albany-Schenectady-Troy, NY","10580",1993,107.12
152,"MSA","Albany-Schenectady-Troy, NY","10580",1994,104.3
153,"MSA","Albany-Schenectady-Troy, NY","10580",1995,101.19
154,"MSA","Albany-Schenectady-Troy, NY","10580",1996,100.86
155,"MSA","Albany-Schenectady-Troy, NY","10580",1997,100.15
156,"MSA","Albany-Schenectady-Troy, NY","10580",1998,102.48
157,"MSA","Albany-Schenectady-Troy, NY","10580",1999,103.55
158,"MSA","Albany-Schenectady-Troy, NY","10580",2000,105.98
159,"MSA","Albany-Schenectady-Troy, NY","10580",2001,111.98
160,"MSA","Albany-Schenectady-Troy, NY","10580",2002,119.74
161,"MSA","Albany-Schenectady-Troy, NY","10580",2003,130.95
162,"MSA","Albany-Schenectady-Troy, NY","10580",2004,149.37
163,"MSA","Albany-Schenectady-Troy, NY","10580",2005,171.88
164,"MSA","Albany-Schenectady-Troy, NY","10580",2006,186.93
165,"MSA","Albany-Schenectady-Troy, NY","10580",2007,192.92
166,"MSA","Albany-Schenectady-Troy, NY","10580",2008,192.75
167,"MSA","Albany-Schenectady-Troy, NY","10580",2009,190.14
168,"MSA","Albany-Schenectady-Troy, NY","10580",2010,187.76
169,"MSA","Albany-Schenectady-Troy, NY","10580",2011,185.58
170,"MSA","Albany-Schenectady-Troy, NY","10580",2012,184.68
171,"MSA","Albany-Schenectady-Troy, NY","10580",2013,185.19
172,"MSA","Albany-Schenectady-Troy, NY","10580",2014,184.23
173,"MSA","Albany-Schenectady-Troy, NY","10580",2015,187.86
174,"MSA","Albany-Schenectady-Troy, NY","10580",2016,192.89
175,"MSA","Albany-Schenectady-Troy, NY","10580",2017,198.39
176,"MSA","Albuquerque, NM","10740",1977,38.03
177,"MSA","Albuquerque, NM","10740",1978,42.78
178,"MSA","Albuquerque, NM","10740",1979,49.31
179,"MSA","Albuquerque, NM","10740",1980,53.92
180,"MSA","Albuquerque, NM","10740",1981,57.06
181,"MSA","Albuquerque, NM","10740",1982,59.92
182,"MSA","Albuquerque, NM","10740",1983,63.65
183,"MSA","Albuquerque, NM","10740",1984,67.14
184,"MSA","Albuquerque, NM","10740",1985,69.8
185,"MSA","Albuquerque, NM","10740",1986,72.9
186,"MSA","Albuquerque, NM","10740",1987,75.36
187,"MSA","Albuquerque, NM","10740",1988,75.2
188,"MSA","Albuquerque, NM","10740",1989,75.97
189,"MSA","Albuquerque, NM","10740",1990,75.6
190,"MSA","Albuquerque, NM","10740",1991,76.92
191,"MSA","Albuquerque, NM","10740",1992,80.89
192,"MSA","Albuquerque, NM","10740",1993,86.16
193,"MSA","Albuquerque, NM","10740",1994,96.01
194,"MSA","Albuquerque, NM","10740",1995,102.8
195,"MSA","Albuquerque, NM","10740",1996,105.55
196,"MSA","Albuquerque, NM","10740",1997,107.12
197,"MSA","Albuquerque, NM","10740",1998,109.23
198,"MSA","Albuquerque, NM","10740",1999,109.1
199,"MSA","Albuquerque, NM","10740",2000,109.75
200,"MSA","Albuquerque, NM","10740",2001,114.21
201,"MSA","Albuquerque, NM","10740",2002,117.46
202,"MSA","Albuquerque, NM","10740",2003,122.26
203,"MSA","Albuquerque, NM","10740",2004,130.26
204,"MSA","Albuquerque, NM","10740",2005,146.36
205,"MSA","Albuquerque, NM","10740",2006,168.99
206,"MSA","Albuquerque, NM","10740",2007,180
207,"MSA","Albuquerque, NM","10740",2008,176.86
208,"MSA","Albuquerque, NM","10740",2009,167.6
209,"MSA","Albuquerque, NM","10740",2010,161.15
210,"MSA","Albuquerque, NM","10740",2011,153.03
211,"MSA","Albuquerque, NM","10740",2012,150.53
212,"MSA","Albuquerque, NM","10740",2013,151.55
213,"MSA","Albuquerque, NM","10740",2014,154.11
214,"MSA","Albuquerque, NM","10740",2015,157.21
215,"MSA","Albuquerque, NM","10740",2016,162.66
216,"MSA","Albuquerque, NM","10740",2017,169.57
217,"MSA","Alexandria, LA","10780",1986,89.11
218,"MSA","Alexandria, LA","10780",1987,87.22
219,"MSA","Alexandria, LA","10780",1988,86.89
220,"MSA","Alexandria, LA","10780",1989,84.73
221,"MSA","Alexandria, LA","10780",1990,83.89
222,"MSA","Alexandria, LA","10780",1991,86.51
223,"MSA","Alexandria, LA","10780",1992,89.24
224,"MSA","Alexandria, LA","10780",1993,92.16
225,"MSA","Alexandria, LA","10780",1994,97.28
226,"MSA","Alexandria, LA","10780",1995,101.87
227,"MSA","Alexandria, LA","10780",1996,107.19
228,"MSA","Alexandria, LA","10780",1997,112.12
229,"MSA","Alexandria, LA","10780",1998,119.08
230,"MSA","Alexandria, LA","10780",1999,124.05
231,"MSA","Alexandria, LA","10780",2000,129.42
232,"MSA","Alexandria, LA","10780",2001,137.18
233,"MSA","Alexandria, LA","10780",2002,141.17
234,"MSA","Alexandria, LA","10780",2003,147.32
235,"MSA","Alexandria, LA","10780",2004,152.69
236,"MSA","Alexandria, LA","10780",2005,161.02
237,"MSA","Alexandria, LA","10780",2006,172.96
238,"MSA","Alexandria, LA","10780",2007,182.86
239,"MSA","Alexandria, LA","10780",2008,187.78
240,"MSA","Alexandria, LA","10780",2009,187.92
241,"MSA","Alexandria, LA","10780",2010,186.05
242,"MSA","Alexandria, LA","10780",2011,184.35
243,"MSA","Alexandria, LA","10780",2012,187.71
244,"MSA","Alexandria, LA","10780",2013,190.37
245,"MSA","Alexandria, LA","10780",2014,193.94
246,"MSA","Alexandria, LA","10780",2015,199.58
247,"MSA","Alexandria, LA","10780",2016,204.94
248,"MSA","Alexandria, LA","10780",2017,210.11
249,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1978,45.57
250,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1979,46.47
251,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1980,50.67
252,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1981,51.66
253,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1982,53.15
254,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1983,53.89
255,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1984,57.39
256,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1985,62.31
257,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1986,69.26
258,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1987,84.2
259,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1988,100
260,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1989,105.09
261,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1990,103.27
262,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1991,102.38
263,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1992,103.82
264,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1993,103.97
265,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1994,102.03
266,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1995,101.22
267,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1996,102.67
268,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1997,103.86
269,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1998,106.59
270,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",1999,108.26
271,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2000,111.24
272,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2001,118.68
273,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2002,126.6
274,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2003,136.5
275,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2004,153.62
276,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2005,175.77
277,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2006,194.38
278,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2007,199.44
279,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2008,191.81
280,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2009,181.14
281,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2010,173.53
282,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2011,165.84
283,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2012,160.09
284,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2013,160.23
285,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2014,163.21
286,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2015,165.9
287,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2016,169.53
288,"MSA","Allentown-Bethlehem-Easton, PA-NJ","10900",2017,176.39
289,"MSA","Altoona, PA","11020",1992,84.25
290,"MSA","Altoona, PA","11020",1993,88.78
291,"MSA","Altoona, PA","11020",1994,96.23
292,"MSA","Altoona, PA","11020",1995,101.83
293,"MSA","Altoona, PA","11020",1996,105.41
294,"MSA","Altoona, PA","11020",1997,107.23
295,"MSA","Altoona, PA","11020",1998,114.1
296,"MSA","Altoona, PA","11020",1999,117.13
297,"MSA","Altoona, PA","11020",2000,119.94
298,"MSA","Altoona, PA","11020",2001,128.43
299,"MSA","Altoona, PA","11020",2002,132.79
300,"MSA","Altoona, PA","11020",2003,138.07
301,"MSA","Altoona, PA","11020",2004,144.74
302,"MSA","Altoona, PA","11020",2005,152.71
303,"MSA","Altoona, PA","11020",2006,160.1
304,"MSA","Altoona, PA","11020",2007,167.39
305,"MSA","Altoona, PA","11020",2008,172.34
306,"MSA","Altoona, PA","11020",2009,173.26
307,"MSA","Altoona, PA","11020",2010,174.08
308,"MSA","Altoona, PA","11020",2011,175.66
309,"MSA","Altoona, PA","11020",2012,180.06
310,"MSA","Altoona, PA","11020",2013,181.08
311,"MSA","Altoona, PA","11020",2014,183.84
312,"MSA","Altoona, PA","11020",2015,186.39
313,"MSA","Altoona, PA","11020",2016,191.8
314,"MSA","Altoona, PA","11020",2017,199.31
315,"MSA","Amarillo, TX","11100",1980,65.68
316,"MSA","Amarillo, TX","11100",1981,74.49
317,"MSA","Amarillo, TX","11100",1982,78.72
318,"MSA","Amarillo, TX","11100",1983,82.05
319,"MSA","Amarillo, TX","11100",1984,86.16
320,"MSA","Amarillo, TX","11100",1985,84.94
321,"MSA","Amarillo, TX","11100",1986,85.71
322,"MSA","Amarillo, TX","11100",1987,84.13
323,"MSA","Amarillo, TX","11100",1988,78.41
324,"MSA","Amarillo, TX","11100",1989,75.97
325,"MSA","Amarillo, TX","11100",1990,74.54
326,"MSA","Amarillo, TX","11100",1991,78.69
327,"MSA","Amarillo, TX","11100",1992,82.13
328,"MSA","Amarillo, TX","11100",1993,87.81
329,"MSA","Amarillo, TX","11100",1994,96.6
330,"MSA","Amarillo, TX","11100",1995,101.99
331,"MSA","Amarillo, TX","11100",1996,104.16
332,"MSA","Amarillo, TX","11100",1997,107.22
333,"MSA","Amarillo, TX","11100",1998,110.26
334,"MSA","Amarillo, TX","11100",1999,115.94
335,"MSA","Amarillo, TX","11100",2000,121.18
336,"MSA","Amarillo, TX","11100",2001,126.76
337,"MSA","Amarillo, TX","11100",2002,131.72
338,"MSA","Amarillo, TX","11100",2003,135.51
339,"MSA","Amarillo, TX","11100",2004,140.01
340,"MSA","Amarillo, TX","11100",2005,147.2
341,"MSA","Amarillo, TX","11100",2006,154.62
342,"MSA","Amarillo, TX","11100",2007,160.74
343,"MSA","Amarillo, TX","11100",2008,163.16
344,"MSA","Amarillo, TX","11100",2009,164.69
345,"MSA","Amarillo, TX","11100",2010,164.97
346,"MSA","Amarillo, TX","11100",2011,163.68
347,"MSA","Amarillo, TX","11100",2012,166.56
348,"MSA","Amarillo, TX","11100",2013,169.95
349,"MSA","Amarillo, TX","11100",2014,172.63
350,"MSA","Amarillo, TX","11100",2015,180.33
351,"MSA","Amarillo, TX","11100",2016,188.73
352,"MSA","Amarillo, TX","11100",2017,193.17
353,"MSA","Ames, IA","11180",1987,65.53
354,"MSA","Ames, IA","11180",1988,69.42
355,"MSA","Ames, IA","11180",1989,71.64
356,"MSA","Ames, IA","11180",1990,75.77
357,"MSA","Ames, IA","11180",1991,80.1
358,"MSA","Ames, IA","11180",1992,84.77
359,"MSA","Ames, IA","11180",1993,90.15
360,"MSA","Ames, IA","11180",1994,96.17
361,"MSA","Ames, IA","11180",1995,101.85
362,"MSA","Ames, IA","11180",1996,105.5
363,"MSA","Ames, IA","11180",1997,111.19
364,"MSA","Ames, IA","11180",1998,115.73
365,"MSA","Ames, IA","11180",1999,120.67
366,"MSA","Ames, IA","11180",2000,125.51
367,"MSA","Ames, IA","11180",2001,131.29
368,"MSA","Ames, IA","11180",2002,135.41
369,"MSA","Ames, IA","11180",2003,140.04
370,"MSA","Ames, IA","11180",2004,146.52
371,"MSA","Ames, IA","11180",2005,151.64
372,"MSA","Ames, IA","11180",2006,154.42
373,"MSA","Ames, IA","11180",2007,156.9
374,"MSA","Ames, IA","11180",2008,157.72
375,"MSA","Ames, IA","11180",2009,157.82
376,"MSA","Ames, IA","11180",2010,156.66
377,"MSA","Ames, IA","11180",2011,155.2
378,"MSA","Ames, IA","11180",2012,156.74
379,"MSA","Ames, IA","11180",2013,162.38
380,"MSA","Ames, IA","11180",2014,168.44
381,"MSA","Ames, IA","11180",2015,175.11
382,"MSA","Ames, IA","11180",2016,183.2
383,"MSA","Ames, IA","11180",2017,193.07
384,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1975,24.09
385,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1976,28.4
386,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1977,35.98
387,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1978,41.51
388,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1979,47.14
389,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1980,54.84
390,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1981,62.1
391,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1982,63.4
392,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1983,64.3
393,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1984,65.19
394,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1985,67.33
395,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1986,71.12
396,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1987,78.92
397,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1988,94.13
398,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1989,115.54
399,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1990,119.86
400,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1991,117.14
401,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1992,115.58
402,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1993,109.81
403,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1994,103.24
404,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1995,100.81
405,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1996,100.43
406,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1997,102.77
407,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1998,113.22
408,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",1999,124.14
409,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2000,137.76
410,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2001,152.28
411,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2002,172.58
412,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2003,196.99
413,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2004,248.59
414,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2005,301.11
415,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2006,336.9
416,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2007,320.1
417,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2008,262.51
418,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2009,237.8
419,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2010,238.22
420,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2011,229.33
421,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2012,229.24
422,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2013,256.99
423,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2014,283.55
424,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2015,298.53
425,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2016,315.57
426,"MSA","Anaheim-Santa Ana-Irvine, CA (MSAD)","11244",2017,335.52
427,"MSA","Anchorage, AK","11260",1978,61.58
428,"MSA","Anchorage, AK","11260",1979,68.84
429,"MSA","Anchorage, AK","11260",1982,96.94
430,"MSA","Anchorage, AK","11260",1983,103.8
431,"MSA","Anchorage, AK","11260",1984,108.33
432,"MSA","Anchorage, AK","11260",1985,103.76
433,"MSA","Anchorage, AK","11260",1986,100.56
434,"MSA","Anchorage, AK","11260",1987,85.4
435,"MSA","Anchorage, AK","11260",1988,88.81
436,"MSA","Anchorage, AK","11260",1989,77.12
437,"MSA","Anchorage, AK","11260",1990,78.97
438,"MSA","Anchorage, AK","11260",1991,90.34
439,"MSA","Anchorage, AK","11260",1992,94.28
440,"MSA","Anchorage, AK","11260",1993,95.6
441,"MSA","Anchorage, AK","11260",1994,99.17
442,"MSA","Anchorage, AK","11260",1995,101.89
443,"MSA","Anchorage, AK","11260",1996,106.12
444,"MSA","Anchorage, AK","11260",1997,109.31
445,"MSA","Anchorage, AK","11260",1998,113.21
446,"MSA","Anchorage, AK","11260",1999,117.88
447,"MSA","Anchorage, AK","11260",2000,120.16
448,"MSA","Anchorage, AK","11260",2001,127.09
449,"MSA","Anchorage, AK","11260",2002,135.12
450,"MSA","Anchorage, AK","11260",2003,142.45
451,"MSA","Anchorage, AK","11260",2004,157.61
452,"MSA","Anchorage, AK","11260",2005,178.09
453,"MSA","Anchorage, AK","11260",2006,196.39
454,"MSA","Anchorage, AK","11260",2007,202.6
455,"MSA","Anchorage, AK","11260",2008,201.79
456,"MSA","Anchorage, AK","11260",2009,200.93
457,"MSA","Anchorage, AK","11260",2010,199.98
458,"MSA","Anchorage, AK","11260",2011,200.69
459,"MSA","Anchorage, AK","11260",2012,200.69
460,"MSA","Anchorage, AK","11260",2013,207.94
461,"MSA","Anchorage, AK","11260",2014,214.24
462,"MSA","Anchorage, AK","11260",2015,221.14
463,"MSA","Anchorage, AK","11260",2016,225.13
464,"MSA","Anchorage, AK","11260",2017,229.8
465,"MSA","Ann Arbor, MI","11460",1978,48.83
466,"MSA","Ann Arbor, MI","11460",1979,53.95
467,"MSA","Ann Arbor, MI","11460",1980,55.38
468,"MSA","Ann Arbor, MI","11460",1981,58.72
469,"MSA","Ann Arbor, MI","11460",1982,54.11
470,"MSA","Ann Arbor, MI","11460",1983,53.84
471,"MSA","Ann Arbor, MI","11460",1984,54.23
472,"MSA","Ann Arbor, MI","11460",1985,55.47
473,"MSA","Ann Arbor, MI","11460",1986,59.63
474,"MSA","Ann Arbor, MI","11460",1987,66.8
475,"MSA","Ann Arbor, MI","11460",1988,75.18
476,"MSA","Ann Arbor, MI","11460",1989,82.27
477,"MSA","Ann Arbor, MI","11460",1990,86.18
478,"MSA","Ann Arbor, MI","11460",1991,88.89
479,"MSA","Ann Arbor, MI","11460",1992,91.44
480,"MSA","Ann Arbor, MI","11460",1993,92.92
481,"MSA","Ann Arbor, MI","11460",1994,96.7
482,"MSA","Ann Arbor, MI","11460",1995,102.1
483,"MSA","Ann Arbor, MI","11460",1996,109.13
484,"MSA","Ann Arbor, MI","11460",1997,116.94
